0x77,0x77,0x7A,0x04	"刷写指纹信息: "
0xC1,0x06,0x50,0x01	"车辆名称:"
0xC1,0x06,0x45,0x1F	"程序标定失败:Verifyresultoutofverificationrange"
0xC1,0x06,0x45,0x1E	"程序标定失败:Dataflashwritingfailure"
0xC1,0x06,0x45,0x1D	"程序标定失败:CN-Flagofsensorchannel"
0xC1,0x06,0x45,0x1C	"程序标定失败:Wrongignitionstatus"
0xC1,0x06,0x45,0x1B	"程序标定失败:IMUsensorfailure"
0xC1,0x06,0x45,0x1A	"程序标定失败:Sensorrunindriftnotfinished"
0xC1,0x06,0x45,0x19	"程序标定失败:IMUsensorinitailizationnotfinished"
0xC1,0x06,0x45,0x18	"程序标定失败:VINnotreceived"
0xC1,0x06,0x45,0x17	"程序标定失败:Calibrationresultoutofcalibrationrange"
0xC1,0x06,0x45,0x16	"程序标定失败:Vehiclespeedoutofrange"
0xC1,0x06,0x45,0x15	"横摆角传感器标定失败"
0xC1,0x06,0x45,0x14	"横摆角传感器标定成功"
0xC1,0x06,0x45,0x13	"标定退出失败"
0xC1,0x06,0x45,0x12	"标定退出成功"
0xC1,0x06,0x45,0x11	"程序正在执行中"
0xC1,0x06,0x45,0x10	"程序启动失败:未知原因"
0xC1,0x06,0x45,0x0F	"程序启动失败:Verifyresultoutofverificationrange"
0xC1,0x06,0x45,0x0E	"程序启动失败:Dataflashwritingfailure"
0xC1,0x06,0x45,0x0D	"程序启动失败:CN-Flagofsensorchannel"
0xC1,0x06,0x45,0x0C	"程序启动失败:Wrongignitionstatus"
0xC1,0x06,0x45,0x0B	"程序启动失败:IMUsensorfailure"
0xC1,0x06,0x45,0x0A	"程序启动失败:Sensorrunindriftnotfinished"
0xC1,0x06,0x45,0x09	"程序启动失败:IMUsensorinitailizationnotfinished"
0xC1,0x06,0x45,0x08	"程序启动失败:VINnotreceived"
0xC1,0x06,0x45,0x07	"程序启动失败:Calibrationresultoutofcalibrationrange"
0xC1,0x06,0x45,0x06	"程序启动失败:Vehiclespeedoutofrange"
0xC1,0x06,0x45,0x05	"程序启动成功"
0xC1,0x06,0x45,0x04	"之前曾经标定成功"
0xC1,0x06,0x45,0x03	"之前曾经标定过，没成功"
0xC1,0x06,0x45,0x02	"出厂状态"
0xC1,0x06,0x45,0x01	"1、在进行横摆角传感器标定之前，保证整车水平面处于+/-0.57°之内，横摆角安装的水平偏差处于+/-5°之内，打开点火开关至ON档;\n2、最好在四轮定位设备上标定"
0xC1,0x05,0x90,0x02	"请输入转向角向左\n范围:1~540度"
0xC1,0x05,0x90,0x01	"请输入转向角向右\n范围:0~540度"
0xC1,0x05,0x60,0x02	"后视摄像头"
0xC1,0x05,0x60,0x01	"车辆类型"
0xC1,0x05,0x61,0x02	"转角传感器"
0xC1,0x05,0x61,0x01	"变速箱控制器"
0xC1,0x05,0x50,0x07	"ECU安装日期:"
0xC1,0x05,0x50,0x06	"系统供应商ECU软件版本号:"
0xC1,0x05,0x50,0x05	"系统供应商ECU硬件版本号:"
0xC1,0x05,0x50,0x04	"车辆识别号(VIN码):"
0xC1,0x05,0x50,0x03	"供应商代号:"
0xC1,0x05,0x50,0x02	"零件号:"
0xC1,0x05,0x50,0x01	"车辆名称:"
0xC1,0x05,0x42,0x05	"后左有效"
0xC1,0x05,0x42,0x04	"后右有效"
0xC1,0x05,0x42,0x03	"前左有效"
0xC1,0x05,0x42,0x02	"前右有效"
0xC1,0x05,0x42,0x01	"全部有效"
0xC1,0x05,0x43,0x02	"SteerWheelAngleLowbyte"
0xC1,0x05,0x43,0x01	"SteerWheelAngleHighByte"
0xC1,0x05,0x40,0x04	"倒车影像转向测试-向左"
0xC1,0x05,0x40,0x03	"倒车影像转向测试-向右"
0xC1,0x05,0x40,0x02	"音响有效控制"
0xC1,0x05,0x40,0x01	"液晶屏幕背光开关"
0xC1,0x05,0x41,0x02	"背光开"
0xC1,0x05,0x41,0x01	"背光关"
0xC1,0x04,0x90,0x07	"4G14T"
0xC1,0x04,0x90,0x06	"未安装"
0xC1,0x04,0x90,0x05	"后侧6,前侧6"
0xC1,0x04,0x90,0x04	"后侧4,前侧2"
0xC1,0x04,0x90,0x03	"后侧4"
0xC1,0x04,0x90,0x02	"4G13T"
0xC1,0x04,0x90,0x01	"4G18"
0xC1,0x04,0x80,0x07	"提示信息"
0xC1,0x04,0x80,0x06	"网络节点配置码写入失败"
0xC1,0x04,0x80,0x05	"网络节点配置码写入成功"
0xC1,0x04,0x80,0x04	"功能配置码写入失败"
0xC1,0x04,0x80,0x03	"功能配置码写入成功"
0xC1,0x04,0x80,0x02	"从BCM中获取数据失败，即将从EMS系统中获取"
0xC1,0x04,0x80,0x01	"是否进行一键配置功能？(确保车辆处于上电状态)\n点击[是]进行一键配置，点击[否]退出一键配置。"
0xC1,0x04,0x85,0x0D	"保养复位完成但不成功"
0xC1,0x04,0x85,0x0C	"保养复位完成且成功"
0xC1,0x04,0x85,0x0B	"整车网络节点信息写入成功"
0xC1,0x04,0x85,0x0A	"功能配置信息写入成功"
0xC1,0x04,0x85,0x09	"备份整车网络节点信息写入错误"
0xC1,0x04,0x85,0x08	"备份功能配置信息写入错误"
0xC1,0x04,0x85,0x07	"保养里程清零失败"
0xC1,0x04,0x85,0x06	"抬头显示屏控制器复位失败"
0xC1,0x04,0x85,0x05	"保养里程清零完成但不成功"
0xC1,0x04,0x85,0x04	"保养里程清零完成且成功"
0xC1,0x04,0x85,0x03	"抬头显示屏复位完成但不成功"
0xC1,0x04,0x85,0x02	"抬头显示屏复位完成且成功"
0xC1,0x04,0x85,0x01	"打开点火关至ON档,发动机不启动"
0xC1,0x04,0x32,0x1E	"10000Km"
0xC1,0x04,0x32,0x1D	"7500Km"
0xC1,0x04,0x32,0x1C	"5000Km"
0xC1,0x04,0x32,0x1B	"7500Km"
0xC1,0x04,0x32,0x1A	"保养里程配置"
0xC1,0x04,0x32,0x19	"开启"
0xC1,0x04,0x32,0x18	"关闭"
0xC1,0x04,0x32,0x17	"有"
0xC1,0x04,0x32,0x16	"无"
0xC1,0x04,0x32,0x15	"新款帝豪GS\GL"
0xC1,0x04,0x32,0x14	"老款帝豪GS\GL"
0xC1,0x04,0x32,0x13	"是"
0xC1,0x04,0x32,0x12	"不是"
0xC1,0x04,0x32,0x11	"上坡辅助功能有无"
0xC1,0x04,0x32,0x10	"自动驻车功能有无"
0xC1,0x04,0x32,0x0F	"液压真空不足辅助有无"
0xC1,0x04,0x32,0x0E	"新老车型配置"
0xC1,0x04,0x32,0x0D	"巡航功能打开或关闭"
0xC1,0x04,0x32,0x0C	"是否是海湾区域配置"
0xC1,0x04,0x32,0x0B	"西班牙文"
0xC1,0x04,0x32,0x0A	"阿拉伯语"
0xC1,0x04,0x32,0x09	"后视镜折叠软开关"
0xC1,0x04,0x32,0x08	"8L(4G13T)"
0xC1,0x04,0x32,0x07	"10L(4G18)"
0xC1,0x04,0x32,0x06	"平均油耗(基准值)"
0xC1,0x04,0x32,0x05	"车辆类型"
0xC1,0x04,0x32,0x04	"燃油类型"
0xC1,0x04,0x32,0x03	"雷达"
0xC1,0x04,0x32,0x02	"发动机类型"
0xC1,0x04,0x32,0x01	"语言"
0xC1,0x04,0x33,0x08	"车联网控制盒"
0xC1,0x04,0x33,0x07	"胎压监测系统"
0xC1,0x04,0x33,0x06	"多媒体娱乐系统"
0xC1,0x04,0x33,0x05	"自适应巡航"
0xC1,0x04,0x33,0x04	"电动助力转向系统"
0xC1,0x04,0x33,0x03	"无钥匙进入无钥匙启动"
0xC1,0x04,0x33,0x02	"防抱死/电子稳定系统"
0xC1,0x04,0x33,0x01	"变速箱控制器"
0xC1,0x04,0x30,0x02	"网络节点配置"
0xC1,0x04,0x30,0x01	"ECU功能配置"
0xC1,0x04,0x50,0x09	"ECU安装日期:"
0xC1,0x04,0x50,0x08	"ECU软件版本号:"
0xC1,0x04,0x50,0x07	"ECU硬件版本号:"
0xC1,0x04,0x50,0x06	"车辆识别号(VIN码):"
0xC1,0x04,0x50,0x05	"ECU序列号:"
0xC1,0x04,0x50,0x04	"ECU生产日期:"
0xC1,0x04,0x50,0x03	"供应商代码:"
0xC1,0x04,0x50,0x02	"零件号:"
0xC1,0x04,0x50,0x01	"车辆名称:"
0xC1,0x04,0x42,0x04	"发动机冷却液温度表(全彩屏专用)"
0xC1,0x04,0x42,0x03	"燃油表(全彩屏专用)"
0xC1,0x04,0x42,0x02	"转速表"
0xC1,0x04,0x42,0x01	"车速表"
0xC1,0x04,0x43,0x0F	"四色模式"
0xC1,0x04,0x43,0x0E	"开始标志图案"
0xC1,0x04,0x43,0x0D	"方格反面为蓝色"
0xC1,0x04,0x43,0x0C	"方格反面为绿色"
0xC1,0x04,0x43,0x0B	"方格反面为红色"
0xC1,0x04,0x43,0x0A	"方格反面为白色"
0xC1,0x04,0x43,0x09	"方格为蓝色"
0xC1,0x04,0x43,0x08	"方格为绿色"
0xC1,0x04,0x43,0x07	"方格为红色"
0xC1,0x04,0x43,0x06	"方格为白色"
0xC1,0x04,0x43,0x05	"所有像素为蓝色"
0xC1,0x04,0x43,0x04	"所有像素为绿色"
0xC1,0x04,0x43,0x03	"所有像素为红色"
0xC1,0x04,0x43,0x02	"所有像素为黑色"
0xC1,0x04,0x43,0x01	"所有像素为白色"
0xC1,0x04,0x40,0x05	"段码屏测试"
0xC1,0x04,0x40,0x04	"警告灯测试"
0xC1,0x04,0x40,0x03	"全彩屏测试"
0xC1,0x04,0x40,0x02	"指针测试"
0xC1,0x04,0x40,0x01	"蜂鸣器测试"
0xC1,0x04,0x41,0x15	"钥匙插入报警(段码屏专用)"
0xC1,0x04,0x41,0x13	"雷达(段码屏专用)"
0xC1,0x04,0x41,0x12	"钥匙没找到报警"
0xC1,0x04,0x41,0x10	"ACC报警(全彩屏专用)"
0xC1,0x04,0x41,0x0F	"EBA报警(全彩屏专用)"
0xC1,0x04,0x41,0x0E	"嗒嗒声"
0xC1,0x04,0x41,0x0D	"嘀嘀声"
0xC1,0x04,0x41,0x0C	"LCD响声"
0xC1,0x04,0x41,0x0B	"灯开报警"
0xC1,0x04,0x41,0x0A	"速度过高报警"
0xC1,0x04,0x41,0x09	"EPB错误报警(全彩屏专用)"
0xC1,0x04,0x41,0x08	"油压低报警"
0xC1,0x04,0x41,0x07	"安全带报警"
0xC1,0x04,0x41,0x06	"胎压裂缝雷达(全彩屏专用)"
0xC1,0x04,0x41,0x05	"胎压温度雷达(全彩屏专用)"
0xC1,0x04,0x41,0x04	"胎压压力雷达"
0xC1,0x04,0x41,0x03	"4HZ雷达"
0xC1,0x04,0x41,0x02	"2HZ雷达"
0xC1,0x04,0x41,0x01	"连续雷达"
0xC1,0x04,0x44,0x22	"EPS灯"
0xC1,0x04,0x44,0x21	"启停黄色指示灯"
0xC1,0x04,0x44,0x20	"启停绿色指示灯"
0xC1,0x04,0x44,0x1F	"变速箱红色故障指示灯(全彩屏专用)"
0xC1,0x04,0x44,0x1E	"变速箱黄色故障指示灯(全彩屏专用)"
0xC1,0x04,0x44,0x1D	"离合器指示灯(段码屏专用)"
0xC1,0x04,0x44,0x1C	"手制动灯(段码屏专用)"
0xC1,0x04,0x44,0x1B	"TPMS故障灯"
0xC1,0x04,0x44,0x1A	"自适应巡航故障灯(全彩屏专用)"
0xC1,0x04,0x44,0x19	"AUTOHOLD红色警告灯(全彩屏专用)"
0xC1,0x04,0x44,0x18	"EPB绿色灯(全彩屏专用)"
0xC1,0x04,0x44,0x17	"AUTOHOLD灯(全彩屏专用)"
0xC1,0x04,0x44,0x16	"自适应巡航工作灯(全彩屏专用)"
0xC1,0x04,0x44,0x15	"日间行车灯"
0xC1,0x04,0x44,0x14	"巡航指示灯(全彩屏专用)"
0xC1,0x04,0x44,0x13	"发动机冷却液温度警告灯"
0xC1,0x04,0x44,0x12	"制动液位低报警灯"
0xC1,0x04,0x44,0x11	"胎压警告灯"
0xC1,0x04,0x44,0x10	"EBD灯"
0xC1,0x04,0x44,0x0F	"发动机故障灯"
0xC1,0x04,0x44,0x0E	"燃油低警告灯"
0xC1,0x04,0x44,0x0D	"油压警告灯"
0xC1,0x04,0x44,0x0C	"ESP关闭灯"
0xC1,0x04,0x44,0x0B	"ESP警告灯"
0xC1,0x04,0x44,0x0A	"ABS制动系统报警灯"
0xC1,0x04,0x44,0x09	"EPB红色警告灯(全彩屏专用)"
0xC1,0x04,0x44,0x08	"EPB故障灯(全彩屏专用)"
0xC1,0x04,0x44,0x07	"安全带灯"
0xC1,0x04,0x44,0x06	"气囊灯"
0xC1,0x04,0x44,0x05	"右转向灯"
0xC1,0x04,0x44,0x04	"左转向灯"
0xC1,0x04,0x44,0x03	"远光灯"
0xC1,0x04,0x44,0x02	"后雾灯"
0xC1,0x04,0x44,0x01	"前雾灯"
0xC1,0x04,0x45,0x06	"液晶动态测试"
0xC1,0x04,0x45,0x05	"所有垂直段码打开"
0xC1,0x04,0x45,0x04	"所有水平段码打开"
0xC1,0x04,0x45,0x03	"所有符号打开"
0xC1,0x04,0x45,0x02	"所有像素关闭"
0xC1,0x04,0x45,0x01	"所有像素打开"
0xC1,0x03,0x90,0x2C	"产品模式写入失败"
0xC1,0x03,0x90,0x2B	"需要调整的值如下:"
0xC1,0x03,0x90,0x2A	"位置3正在校准，请等待......"
0xC1,0x03,0x90,0x29	"位置2正在校准，请等待......"
0xC1,0x03,0x90,0x28	"位置1正在校准，请等待......"
0xC1,0x03,0x90,0x27	"退出成功"
0xC1,0x03,0x90,0x26	"例程完成但不成功:CorrectResults"
0xC1,0x03,0x90,0x25	"例程完成但不成功:NoResultAvailable"
0xC1,0x03,0x90,0x24	"例程完成但不成功:IncorrectResult"
0xC1,0x03,0x90,0x23	"重置失调角完成且成功"
0xC1,0x03,0x90,0x22	"例程开始且成功"
0xC1,0x03,0x90,0x21	"查询重置状态失败"
0xC1,0x03,0x90,0x20	"重置失调角失败"
0xC1,0x03,0x90,0x1F	"产品模式关闭失败"
0xC1,0x03,0x90,0x1E	"停止校准失败"
0xC1,0x03,0x90,0x1D	"调整到位，退出"
0xC1,0x03,0x90,0x1C	"经过调整后，没有调整到位，是否停止调整？停止调整点击'是'，继续调整点击'否'"
0xC1,0x03,0x90,0x1B	"左上螺栓:"
0xC1,0x03,0x90,0x1A	"右边"
0xC1,0x03,0x90,0x19	"左边"
0xC1,0x03,0x90,0x18	"调整到位"
0xC1,0x03,0x90,0x17	"圈"
0xC1,0x03,0x90,0x16	"调整"
0xC1,0x03,0x90,0x15	"向"
0xC1,0x03,0x90,0x14	"右下螺栓:"
0xC1,0x03,0x90,0x13	"将反射面板放置到位置3，开始位置3校准，请确定雷达与反射板之间的距离为1.02M，反射板与地面垂直角度为2度。"
0xC1,0x03,0x90,0x12	"将反射面板放置到位置2，开始位置2校准，请确定雷达与反射板之间的距离为1.02M，反射板与地面垂直角度为0度(即垂直于地面)。"
0xC1,0x03,0x90,0x11	"将反射面板放置到位置1，开始位置1校准，请确定雷达与反射板之间的距离为1.02M，反射板与地面垂直角度为2度。"
0xC1,0x03,0x90,0x10	"检查设备是否连接正常，将打火开关打到ON档，摆放设备区域最大的不平整度:1mm，摆放车辆区域最大的不平整度:10mm。雷达校准前车辆已做好四轮定位。车辆推力线与反射板垂直。点击下一步开始，确保VIN码已经写入。"
0xC1,0x03,0x91,0x08	"写入失败，当前"
0xC1,0x03,0x91,0x07	"写入成功，当前"
0xC1,0x03,0x91,0x06	"在工厂模式/功能禁止"
0xC1,0x03,0x91,0x05	"不在工厂模式/功能开启"
0xC1,0x03,0x91,0x04	"在工厂模式"
0xC1,0x03,0x91,0x03	"不在工厂模式"
0xC1,0x03,0x91,0x02	"1.0TD"
0xC1,0x03,0x91,0x01	"1.3T"
0xC1,0x03,0x32,0x0A	"发动机类型"
0xC1,0x03,0x32,0x09	"自动紧急制动-全力制动"
0xC1,0x03,0x32,0x08	"自动紧急制动_部分制动扩展型"
0xC1,0x03,0x32,0x07	"自动紧急制动_部分制动标准型"
0xC1,0x03,0x32,0x06	"紧急制动辅助"
0xC1,0x03,0x32,0x05	"潜在危险报警"
0xC1,0x03,0x32,0x04	"短促制动警告"
0xC1,0x03,0x32,0x03	"预报警"
0xC1,0x03,0x32,0x02	"液压制动辅助"
0xC1,0x03,0x32,0x01	"制动液预增压"
0xC1,0x03,0x36,0x09	"时间点:"
0xC1,0x03,0x36,0x08	"GCC错误次数:"
0xC1,0x03,0x36,0x07	"ACC状态:"
0xC1,0x03,0x36,0x06	"加速度:"
0xC1,0x03,0x36,0x05	"车速:"
0xC1,0x03,0x36,0x04	"电池电压:"
0xC1,0x03,0x36,0x03	"控制器温度:"
0xC1,0x03,0x36,0x02	"故障发生次数:"
0xC1,0x03,0x36,0x01	"故障优先级:"
0xC1,0x03,0x37,0x09	""
0xC1,0x03,0x37,0x08	""
0xC1,0x03,0x37,0x07	""
0xC1,0x03,0x37,0x06	"m/s^s"
0xC1,0x03,0x37,0x05	"m/s"
0xC1,0x03,0x37,0x04	"V"
0xC1,0x03,0x37,0x03	"degC"
0xC1,0x03,0x37,0x02	""
0xC1,0x03,0x37,0x01	""
0xC1,0x03,0x50,0x07	"ECU安装日期:"
0xC1,0x03,0x50,0x06	"ECU软件版本号:"
0xC1,0x03,0x50,0x05	"ECU硬件版本号:"
0xC1,0x03,0x50,0x04	"车辆识别号(VIN码):"
0xC1,0x03,0x50,0x03	"供应商代号:"
0xC1,0x03,0x50,0x02	"零件号:"
0xC1,0x03,0x50,0x01	"车辆名称:"
0xC1,0x02,0xB0,0x03	"清除电子转向驻锁成功"
0xC1,0x02,0xB0,0x02	"此车ESCL状态错误"
0xC1,0x02,0xB0,0x01	"自动挡车没有装配电子转向驻锁，无需此步骤"
0xC1,0x02,0xA2,0x0B	"钥匙正在学习中，请等待"
0xC1,0x02,0xA2,0x0A	"钥匙学习未成功"
0xC1,0x02,0xA2,0x09	"请将点火开关打到OFF档"
0xC1,0x02,0xA2,0x08	"配置功能为:无车联网控制盒"
0xC1,0x02,0xA2,0x07	"配置功能为:有车联网控制盒"
0xC1,0x02,0xA2,0x06	"输入数值大于255,请重新输入"
0xC1,0x02,0xA2,0x05	"输入字数或内容不对,请重新输入"
0xC1,0x02,0xA2,0x04	"请输入次数，输入的范围为0~255."
0xC1,0x02,0xA2,0x03	"请输入关闭时间，输入的范围为0~255.如输入1，开启时间为100ms"
0xC1,0x02,0xA2,0x02	"请输入开启时间，输入的范围为0~255.如输入1，开启时间为100ms"
0xC1,0x02,0xA2,0x01	"动作测试失败"
0xC1,0x02,0xA3,0x07	"请选择车型，两厢点击[是]，三厢点击[否]"
0xC1,0x02,0xA3,0x06	"1.请将钥匙放在车内中控位置，确保车辆在OFF状态\n2.确保ESCL安装完好，\n点击'下一步'开始进行PEPS学习。"
0xC1,0x02,0xA3,0x05	"确保已经清除过密钥"
0xC1,0x02,0xA3,0x04	"确认控制器新老状态"
0xC1,0x02,0xA3,0x03	"请确认是否已经使用'清除密钥'功能清除过密钥，已清除密钥请点击‘是’进行下一步，未清除密钥请点击‘否’退出学习，清除密钥后再学习"
0xC1,0x02,0xA3,0x02	"请确认控制器为全新控制器还是已成功学习过的控制器，如果控制器是全新控制器请点击‘是’，如果控制器是已成功学习过的控制器请点击‘否’"
0xC1,0x02,0xA3,0x01	"请将点火开关打到OFF档,并将钥匙放在对应天线附近，否则天线找不到钥匙，造成测试失败"
0xC1,0x02,0xA0,0x0D	"--"
0xC1,0x02,0xA0,0x0C	"退出"
0xC1,0x02,0xA0,0x0B	"关闭"
0xC1,0x02,0xA0,0x0A	"激活"
0xC1,0x02,0xA0,0x09	"结束"
0xC1,0x02,0xA0,0x08	"关"
0xC1,0x02,0xA0,0x07	"开"
0xC1,0x02,0xA0,0x06	"写入成功"
0xC1,0x02,0xA0,0x05	"未写入或者写入失败"
0xC1,0x02,0xA0,0x04	"未激活"
0xC1,0x02,0xA0,0x03	"激活"
0xC1,0x02,0xA0,0x02	"禁用"
0xC1,0x02,0xA0,0x01	"启用"
0xC1,0x02,0xA1,0x03	"学习ESCL失败"
0xC1,0x02,0xA1,0x02	"安全校验失败"
0xC1,0x02,0xA1,0x01	"安全校验"
0xC1,0x02,0xA4,0x05	"读取PEPS配置码失败"
0xC1,0x02,0xA4,0x04	"PEPS配置码写入失败"
0xC1,0x02,0xA4,0x03	"PEPS配置码写入成功"
0xC1,0x02,0xA4,0x02	"请再次输入16位(8个字节)PEPS配置码"
0xC1,0x02,0xA4,0x01	"请输入16位(8个字节)PEPS配置码"
0xC1,0x02,0xA5,0x05	"请选择是否有车联网控制盒\n‘已装配’点击[是]，‘未装配’点击[否]"
0xC1,0x02,0xA5,0x04	"请选择变速箱种类\n‘自动挡’点击[是]，‘手动挡’点击[否]"
0xC1,0x02,0xA5,0x03	"请选择后备箱类型\n‘两厢’点击[是]，‘三厢’点击[否]"
0xC1,0x02,0xA5,0x02	"请选择有无右前天线\n‘有’点击[是]，‘无’点击[否]"
0xC1,0x02,0xA5,0x01	"请选择有无左前天线\n‘有’点击[是]，‘无’点击[否]"
0xC1,0x02,0x90,0x04	"装配车联网控制盒"
0xC1,0x02,0x90,0x03	"未装配车联网控制盒"
0xC1,0x02,0x90,0x02	"未写入或者写入失败"
0xC1,0x02,0x90,0x01	"写入成功"
0xC1,0x02,0x91,0x08	"从BCM中获取数据失败，即将从EMS系统中获取"
0xC1,0x02,0x91,0x07	"提示信息"
0xC1,0x02,0x91,0x06	"网络节点配置码写入失败"
0xC1,0x02,0x91,0x05	"网络节点配置码写入成功"
0xC1,0x02,0x91,0x04	"功能配置码写入失败"
0xC1,0x02,0x91,0x03	"功能配置码写入成功"
0xC1,0x02,0x91,0x02	"从IP中获取数据失败，即将从BCM系统中获取"
0xC1,0x02,0x91,0x01	"是否进行一键配置功能？(确保车辆处于上电状态)\n点击[是]进行一键配置，点击[否]退出一键配置。"
0xC1,0x02,0x8A,0x36	"ESCL学习成功，点击确定回到主界面。"
0xC1,0x02,0x8A,0x35	"1.请将钥匙放在车内中控位置，确保车辆在OFF状态,\n2.确保ESCL安装完好,\n点击'确定'开始进行PEPS学习。"
0xC1,0x02,0x8A,0x34	"PEPS学习成功，点击确定回到主界面。"
0xC1,0x02,0x8A,0x2A	"ECU的EEPROM失败"
0xC1,0x02,0x8A,0x29	"无效的钥匙"
0xC1,0x02,0x8A,0x28	"请求的钥匙数量与实际找到的钥匙数量不匹配"
0xC1,0x02,0x8A,0x27	"已学习了3把钥匙，达到最大可学习钥匙数量"
0xC1,0x02,0x8A,0x26	"学习范围内未找到钥匙"
0xC1,0x02,0x8A,0x25	"学习后密码错误"
0xC1,0x02,0x8A,0x24	"电源电压超出学习范围"
0xC1,0x02,0x8A,0x23	"不在OFF状态"
0xC1,0x02,0x8A,0x22	"有严重的故障存在"
0xC1,0x02,0x8A,0x21	"不明原因的错误存在"
0xC1,0x02,0x8A,0x20	"秘钥值全为00或者全为FF"
0xC1,0x02,0x8A,0x1F	"EEPROM失败"
0xC1,0x02,0x8A,0x1E	"ESCL的秘钥(ESK)验证失败"
0xC1,0x02,0x8A,0x1D	"ESCL内部故障(锁舌状态)"
0xC1,0x02,0x8A,0x1C	"ESCL已被其他密钥学习"
0xC1,0x02,0x8A,0x1B	"ESCL无反馈"
0xC1,0x02,0x8A,0x1A	"ESCL不能上电"
0xC1,0x02,0x8A,0x19	"电子转向柱锁处于防盗模式"
0xC1,0x02,0x8A,0x18	"电源电压超出学习范围"
0xC1,0x02,0x8A,0x17	"例程完成但不成功"
0xC1,0x02,0x8A,0x16	"例程完成且成功"
0xC1,0x02,0x8A,0x15	"ESK的值为全FF或者全00"
0xC1,0x02,0x8A,0x14	"学习进行中"
0xC1,0x02,0x8A,0x13	"电源状态错误"
0xC1,0x02,0x8A,0x12	"电子转向柱锁处于防盗模式"
0xC1,0x02,0x8A,0x11	"电源电压超出学习范围"
0xC1,0x02,0x8A,0x10	"学习成功，继续下一步"
0xC1,0x02,0x8A,0x0F	"请再次输入车辆PEPS配置:"
0xC1,0x02,0x8A,0x0E	"请输入车辆PEPS配置:"
0xC1,0x02,0x8A,0x0D	"两次ESK码输入不一致，请重新输入:"
0xC1,0x02,0x8A,0x0C	"输入车辆ESK码"
0xC1,0x02,0x8A,0x0B	"1.请将钥匙放在车内中控位置,\n2.确保PEPS安装完好,\n点击'确定'开始进行PEPS学习。"
0xC1,0x02,0x8A,0x0A	"天线自检结束"
0xC1,0x02,0x8A,0x09	"天线无法使用并且天线测试失败"
0xC1,0x02,0x8A,0x08	"天线无法使用"
0xC1,0x02,0x8A,0x07	"天线测试失败"
0xC1,0x02,0x8A,0x06	"成功"
0xC1,0x02,0x8A,0x05	"失败或无法使用"
0xC1,0x02,0x8A,0x04	"通过"
0xC1,0x02,0x8A,0x03	"天线测试通过"
0xC1,0x02,0x8A,0x02	"天线自检中"
0xC1,0x02,0x8A,0x01	"1.请将钥匙放在车内中控位置,\n点击'确定'开始天线自检操作。"
0xC1,0x02,0x8A,0x72	"匹配不成功"
0xC1,0x02,0x8A,0x71	"是否重复学习钥匙?"
0xC1,0x02,0x8A,0x70	"未知原因"
0xC1,0x02,0x8A,0x6F	"电子转向柱锁未学习"
0xC1,0x02,0x8A,0x6E	"电子转向柱锁不是解锁状态"
0xC1,0x02,0x8A,0x6D	"清除已经学习过的电子转向柱锁秘钥失败"
0xC1,0x02,0x8A,0x6C	"不在OFF状态"
0xC1,0x02,0x8A,0x6B	"电子转向柱锁秘钥与控制器的秘钥不匹配"
0xC1,0x02,0x8A,0x6A	"有严重的故障存在"
0xC1,0x02,0x8A,0x69	"不明原因的错误存在"
0xC1,0x02,0x8A,0x68	"ESK码全为0或F"
0xC1,0x02,0x8A,0x67	"EEPROM故障"
0xC1,0x02,0x8A,0x66	"电子转向柱锁秘钥(ESK)校验错误"
0xC1,0x02,0x8A,0x65	"电子转向柱锁内部故障(锁舌状态)"
0xC1,0x02,0x8A,0x64	"电子转向柱锁无反馈或者K线故障"
0xC1,0x02,0x8A,0x63	"电子转向柱锁处于防盗模式"
0xC1,0x02,0x8A,0x62	"电子转向柱锁防盗保护"
0xC1,0x02,0x8A,0x61	"电源电压超出学习范围"
0xC1,0x02,0x8A,0x58	"擦除ESCL秘钥成功，点击确定回到主界面"
0xC1,0x02,0x8A,0x57	"清除ESCL秘钥例程失败"
0xC1,0x02,0x8A,0x56	"秘钥消除失败"
0xC1,0x02,0x8A,0x55	"请打开点火开关至ON档然后再将点火开关打至OFF档(请在25S内确认消除操作)"
0xC1,0x02,0x8A,0x54	"1.请将钥匙放在车内中控位置,点火开关打到OFF档,\n2.确保电子转向柱在解锁状态,\n点击'确定'开始进行清除ESCL秘钥。"
0xC1,0x02,0x8A,0x53	"擦除PEPS秘钥成功，点击确定回到主界面"
0xC1,0x02,0x8A,0x52	"秘钥写入错误"
0xC1,0x02,0x8A,0x51	"1.请将钥匙放在车内中控位置,\n2.确保PEPS安装完好,\n点击'确定'开始进行清除PEPS秘钥。"
0xC1,0x02,0x8A,0x44	"1.请将钥匙放在车内中控位置,\n2.确保ESCL安装完好,\n点击'确定'开始进行PEPS学习。"
0xC1,0x02,0x8A,0x43	"1.请将钥匙放在车内中控位置，确保车辆在OFF状态,\n2.确保ESCL安装完好,\n3.在OFF档操作,\n点击'确定'开始进行PEPS学习。"
0xC1,0x02,0x8A,0x42	"钥匙匹配成功，点击确定回到主界面"
0xC1,0x02,0x8A,0x41	"请将钥匙放在车内中控位置"
0xC1,0x02,0x8B,0x07	"通用状态:"
0xC1,0x02,0x8B,0x06	"保险杠天线:"
0xC1,0x02,0x8B,0x05	"内部天线3:"
0xC1,0x02,0x8B,0x04	"内部天线2:"
0xC1,0x02,0x8B,0x03	"内部天线1:"
